ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
Prestw-219,03F10,SL-000-1209,L19,SL-000-1209L19,Ketoprofen,C16H14O3,254.28818,22071-15-4
Prestw-220,03F11,SL-000-1209,L21,SL-000-1209L21,Indapamide,C16H16ClN3O3S,365.84122,26807-65-8
Prestw-221,03G02,SL-000-1209,N03,SL-000-1209N03,Norfloxacin,C16H18FN3O3,319.33856,70458-96-7
Prestw-222,03G03,SL-000-1209,N05,SL-000-1209N05,Antimycin A,C28H40N2O9,548.639,1397-94-0
Prestw-223,03G04,SL-000-1209,N07,SL-000-1209N07,Xylometazoline hydrochloride,C16H25ClN2,280.84405,1218-35-5
Prestw-224,03G05,SL-000-1209,N09,SL-000-1209N09,Oxymetazoline hydrochloride,C16H25ClN2O,296.84345,2315-02-8
Prestw-225,03G06,SL-000-1209,N11,SL-000-1209N11,Nifenazone,C17H16N4O2,308.34267,2139-47-1
Prestw-226,03G07,SL-000-1209,N13,SL-000-1209N13,Griseofulvin,C17H17ClO6,352.77444,126-07-8
Prestw-227,03G08,SL-000-1209,N15,SL-000-1209N15,Clemizole hydrochloride,C19H21Cl2N3,362.30532,1163-36-6
Prestw-228,03G09,SL-000-1209,N17,SL-000-1209N17,Tropicamide,C17H20N2O2,284.36115,1508-75-4
Prestw-229,03G10,SL-000-1209,N19,SL-000-1209N19,Nefopam hydrochloride,C17H20ClNO,289.80805,23327-57-3
Prestw-230,03G11,SL-000-1209,N21,SL-000-1209N21,Phentolamine hydrochloride,C17H20ClN3O,317.82145,73-05-2
Prestw-231,03H02,SL-000-1209,P03,SL-000-1209P03,Etodolac,C17H21NO3,287.36182,41340-25-4
Prestw-232,03H03,SL-000-1209,P05,SL-000-1209P05,Scopolamin-N-oxide hydrobromide,C17H22BrNO5,400.27259,6106-81-6
Prestw-233,03H04,SL-000-1209,P07,SL-000-1209P07,Hyoscyamine (L) ,C17H23NO3,289.37776,101-31-5
Prestw-234,03H05,SL-000-1209,P09,SL-000-1209P09,Chlorphensin carbamate,C10H12ClNO4,245.66444,886-74-8
Prestw-235,03H06,SL-000-1209,P11,SL-000-1209P11,Metampicillin sodium salt,C17H18N3NaO4S,383.40451,6489-61-8
Prestw-236,03H07,SL-000-1209,P13,SL-000-1209P13,Dilazep dihydrochloride,C31H46Cl2N2O10,677.62567,20153-98-4
Prestw-237,03H08,SL-000-1209,P15,SL-000-1209P15,Ofloxacin,C18H20FN3O4,361.3762,82419-36-1
Prestw-238,03H09,SL-000-1209,P17,SL-000-1209P17,Lomefloxacin hydrochloride,C17H20ClF2N3O3,387.81705,98079-52-8
Prestw-239,03H10,SL-000-1209,P19,SL-000-1209P19,Orphenadrine hydrochloride,C18H24ClNO,305.85108,341-69-5
Prestw-240,03H11,SL-000-1209,P21,SL-000-1209P21,Proglumide,C18H26N2O4,334.41892,6620-60-6
Prestw-241,04A02,SL-000-1209,B04,SL-000-1209B04,Mexiletine hydrochloride,C11H18ClNO,215.72521,5370-01-4
Prestw-242,04A03,SL-000-1209,B06,SL-000-1209B06,Flavoxate hydrochloride,C24H26ClNO4,427.93212,3717-88-2
Prestw-243,04A04,SL-000-1209,B08,SL-000-1209B08,Bufexamac,C12H17NO3,223.27419,2438-72-4
Prestw-244,04A05,SL-000-1209,B10,SL-000-1209B10,"Glutethimide, para-amino",C13H16N2O2,232.28467,125-84-8
Prestw-245,04A06,SL-000-1209,B12,SL-000-1209B12,"Dropropizine (R,S)",C13H20N2O2,236.31655,17692-31-8
Prestw-246,04A07,SL-000-1209,B14,SL-000-1209B14,Pinacidil,C13H19N5,245.32988,85371-64-8
Prestw-247,04A08,SL-000-1209,B16,SL-000-1209B16,Albendazole,C12H15N3O2S,265.33625,54965-21-8
Prestw-248,04A09,SL-000-1209,B18,SL-000-1209B18,Clonidine hydrochloride,C9H10Cl3N3,266.55915,4205-91-8
Prestw-249,04A10,SL-000-1209,B20,SL-000-1209B20,Bupropion hydrochloride,C13H19Cl2NO,276.20848,31677-93-7
Prestw-250,04A11,SL-000-1209,B22,SL-000-1209B22,Alprenolol hydrochloride,C15H24ClNO2,285.81703,13707-88-5
Prestw-251,04B02,SL-000-1209,D04,SL-000-1209D04,Chlorothiazide,C7H6ClN3O4S2,295.72457,58-94-6
Prestw-252,04B03,SL-000-1209,D06,SL-000-1209D06,Diphenidol hydrochloride,C21H28ClNO,345.91641,3254-89-5
Prestw-253,04B04,SL-000-1209,D08,SL-000-1209D08,Norethindrone,C20H26O2,298.42902,68-22-4
Prestw-254,04B05,SL-000-1209,D10,SL-000-1209D10,Nortriptyline hydrochloride,C19H22ClN,299.84689,894-71-3
Prestw-255,04B06,SL-000-1209,D12,SL-000-1209D12,Niflumic acid,C13H9F3N2O2,282.22408,4394-00-7
Prestw-256,04B07,SL-000-1209,D14,SL-000-1209D14,Isotretinoin,C20H28O2,300.44496,4759-48-2
Prestw-257,04B08,SL-000-1209,D16,SL-000-1209D16,Retinoic acid ,C20H28O2,300.44496,302-79-4
Prestw-258,04B09,SL-000-1209,D18,SL-000-1209D18,Antazoline hydrochloride,C17H20ClN3,301.82205,2508-72-7
Prestw-259,04B10,SL-000-1209,D20,SL-000-1209D20,Ethacrynic acid,C13H12Cl2O4,303.14419,58-54-8
Prestw-260,04B11,SL-000-1209,D22,SL-000-1209D22,Praziquantel,C19H24N2O2,312.41533,55268-74-1
Prestw-261,04C02,SL-000-1209,F04,SL-000-1209F04,Ethisterone,C21H28O2,312.45611,434-03-7
Prestw-262,04C03,SL-000-1209,F06,SL-000-1209F06,Triprolidine hydrochloride,C19H23ClN2,314.86156,550-70-9
Prestw-263,04C04,SL-000-1209,F08,SL-000-1209F08,Doxepin hydrochloride,C19H22ClNO,315.84629,1229-29-4
Prestw-264,04C05,SL-000-1209,F10,SL-000-1209F10,Dyclonine hydrochloride,C18H28ClNO2,325.88236,536-43-6
Prestw-265,04C06,SL-000-1209,F12,SL-000-1209F12,Dimenhydrinate,C24H28ClN5O3,469.97546,523-87-5
Prestw-266,04C07,SL-000-1209,F14,SL-000-1209F14,Disopyramide,C21H29N3O,339.48478,3737-09-5
Prestw-267,04C08,SL-000-1209,F16,SL-000-1209F16,Clotrimazole,C22H17ClN2,344.84719,23593-75-1
Prestw-268,04C09,SL-000-1209,F18,SL-000-1209F18,Vinpocetine,C22H26N2O2,350.46472,42971-09-5
Prestw-269,04C10,SL-000-1209,F20,SL-000-1209F20,Clomipramine hydrochloride,C19H24Cl2N2,351.32253,17321-77-6
Prestw-270,04C11,SL-000-1209,F22,SL-000-1209F22,Fendiline hydrochloride,C23H26ClN,351.92337,13636-18-5
Prestw-271,04D02,SL-000-1209,H04,SL-000-1209H04,Vincamine,C21H26N2O3,354.45297,1617-90-9
Prestw-272,04D03,SL-000-1209,H06,SL-000-1209H06,Indomethacin,C19H16ClNO4,357.79667,53-86-1
Prestw-273,04D04,SL-000-1209,H08,SL-000-1209H08,Cortisone,C21H28O5,360.45431,53-06-5
Prestw-274,04D05,SL-000-1209,H10,SL-000-1209H10,Prednisolone,C21H28O5,360.45431,50-24-8
Prestw-275,04D06,SL-000-1209,H12,SL-000-1209H12,Fenofibrate,C20H21ClO4,360.84097,49562-28-9
Prestw-276,04D07,SL-000-1209,H14,SL-000-1209H14,Bumetanide,C17H20N2O5S,364.42335,28395-03-1
Prestw-277,04D08,SL-000-1209,H16,SL-000-1209H16,Labetalol hydrochloride,C19H25ClN2O3,364.8757,32780-64-6
Prestw-278,04D09,SL-000-1209,H18,SL-000-1209H18,Cinnarizine,C26H28N2,368.52646,298-57-7
Prestw-279,04D10,SL-000-1209,H20,SL-000-1209H20,"Methylprednisolone, 6-alpha",C22H30O5,374.4814,83-43-2
Prestw-280,04D11,SL-000-1209,H22,SL-000-1209H22,Quinidine hydrochloride monohydrate,C20H27ClN2O3,378.90279,6151-40-2
Prestw-281,04E02,SL-000-1209,J04,SL-000-1209J04,Fludrocortisone acetate,C23H29FO6,420.48238,514-36-3
Prestw-282,04E03,SL-000-1209,J06,SL-000-1209J06,Fenoterol hydrobromide,C17H22BrNO4,384.27319,1944-12-3
Prestw-283,04E04,SL-000-1209,J08,SL-000-1209J08,Homochlorcyclizine dihydrochloride,C19H25Cl3N2,387.7835,1982-36-1
Prestw-284,04E05,SL-000-1209,J10,SL-000-1209J10,Diethylcarbamazine citrate,C16H29N3O8,391.42483,1642-54-2
Prestw-285,04E06,SL-000-1209,J12,SL-000-1209J12,Chenodiol,C24H40O4,392.584,474-25-9
Prestw-286,04E07,SL-000-1209,J14,SL-000-1209J14,Perhexiline maleate,C23H39NO4,393.57158,6724-53-4
Prestw-287,04E08,SL-000-1209,J16,SL-000-1209J16,Oxybutynin chloride,C22H32ClNO3,393.95824,1508-65-2
Prestw-288,04E09,SL-000-1209,J18,SL-000-1209J18,Spiperone,C23H26FN3O2,395.48097,749-02-0
Prestw-289,04E10,SL-000-1209,J20,SL-000-1209J20,Pyrilamine maleate,C21H27N3O5,401.46644,59-33-6
Prestw-290,04E11,SL-000-1209,J22,SL-000-1209J22,Sulfinpyrazone,C23H20N2O3S,404.49145,57-96-5
Prestw-291,04F02,SL-000-1209,L04,SL-000-1209L04,Dantrolene sodium salt ,C14H9N4NaO5,336.24143,14663-23-1
Prestw-292,04F03,SL-000-1209,L06,SL-000-1209L06,Trazodone hydrochloride,C19H23Cl2N5O,408.33406,25332-39-2
Prestw-293,04F04,SL-000-1209,L08,SL-000-1209L08,Glafenine hydrochloride,C19H18Cl2N2O4,409.27231,65513-72-6
Prestw-294,04F05,SL-000-1209,L10,SL-000-1209L10,Pimethixene maleate,C23H23NO4S,409.50806,13187-06-9
Prestw-295,04F06,SL-000-1209,L12,SL-000-1209L12,Pergolide mesylate,C20H30N2O3S2,410.6017,66104-23-2
Prestw-296,04F07,SL-000-1209,L14,SL-000-1209L14,Acemetacin,C21H18ClNO6,415.83371,53164-05-9
Prestw-297,04F08,SL-000-1209,L16,SL-000-1209L16,Benzydamine hydrochloride,C19H24ClN3O,345.87563,132-69-4
Prestw-298,04F09,SL-000-1209,L18,SL-000-1209L18,Fipexide hydrochloride,C20H22Cl2N2O4,425.31534,34161-23-4
Prestw-299,04F10,SL-000-1209,L20,SL-000-1209L20,Mifepristone,C29H35NO2,429.6078,84371-65-3
Prestw-300,04F11,SL-000-1209,L22,SL-000-1209L22,Diperodon hydrochloride,C22H28ClN3O4,433.93916,537-12-2
Prestw-301,04G02,SL-000-1209,N04,SL-000-1209N04,Lisinopril,C21H35N3O7,441.529,83915-83-7
Prestw-302,04G03,SL-000-1209,N06,SL-000-1209N06,Lincomycin hydrochloride,C18H35ClN2O6S,443.00645,859-18-7
Prestw-303,04G04,SL-000-1209,N08,SL-000-1209N08,Telenzepine dihydrochloride,C19H24Cl2N4O2S,443.39873,147416-96-4
Prestw-304,04G05,SL-000-1209,N10,SL-000-1209N10,Econazole nitrate,C18H16Cl3N3O4,444.70492,24169-02-6
Prestw-305,04G06,SL-000-1209,N12,SL-000-1209N12,Bupivacaine hydrochloride ,C18H29ClN2O,324.89763,18010-40-7
Prestw-306,04G07,SL-000-1209,N14,SL-000-1209N14,Clemastine fumarate,C25H30ClNO5,459.97455,14976-57-9
Prestw-307,04G08,SL-000-1209,N16,SL-000-1209N16,Oxytetracycline dihydrate,C22H28N2O11,496.47526,6153-64-6
Prestw-308,04G09,SL-000-1209,N18,SL-000-1209N18,Pimozide,C28H29F2N3O,461.55963,2062-78-4
Prestw-309,04G10,SL-000-1209,N20,SL-000-1209N20,Amodiaquin dihydrochloride dihydrate,C20H28Cl3N3O3,464.82346,6398-98-7
Prestw-310,04G11,SL-000-1209,N22,SL-000-1209N22,Mebeverine hydrochloride,C25H36ClNO5,466.02237,2753-45-9
Prestw-311,04H02,SL-000-1209,P04,SL-000-1209P04,Ifenprodil tartrate,C25H33NO8,475.54366,23210-58-4
Prestw-312,04H03,SL-000-1209,P06,SL-000-1209P06,Flunarizine dihydrochloride,C26H28Cl2F2N2,477.42926,30484-77-6
Prestw-313,04H04,SL-000-1209,P08,SL-000-1209P08,Trifluoperazine dihydrochloride,C21H26Cl2F3N3S,480.42667,440-17-5
Prestw-314,04H05,SL-000-1209,P10,SL-000-1209P10,Enalapril maleate,C24H32N2O9,492.53064,76095-16-4
Prestw-315,04H06,SL-000-1209,P12,SL-000-1209P12,Minocycline hydrochloride,C23H28ClN3O7,493.94851,13614-98-7
Prestw-316,04H07,SL-000-1209,P14,SL-000-1209P14,Glibenclamide,C23H28ClN3O5S,494.01371,10238-21-8
Prestw-317,04H08,SL-000-1209,P16,SL-000-1209P16,Guanethidine sulfate ,C20H46N8O4S,494.70482,60-02-6
Prestw-318,04H09,SL-000-1209,P18,SL-000-1209P18,Quinacrine dihydrochloride dihydrate,C23H36Cl3N3O3,508.92067,6151-30-0
Prestw-319,04H10,SL-000-1209,P20,SL-000-1209P20,Clofilium tosylate,C28H44ClNO3S,510.18478,92953-10-1
Prestw-320,04H11,SL-000-1209,P22,SL-000-1209P22,Fluphenazine dihydrochloride,C22H28Cl2F3N3OS,510.45316,146-56-5
Prestw-321,05A02,SL-000-1212,A03,SL-000-1212A03,Streptomycin sulfate,C42H84N14O36S3,1457.40198,3810-74-0
Prestw-322,05A03,SL-000-1212,A05,SL-000-1212A05,Alfuzosin hydrochloride,C19H28ClN5O4,425.91911,81403-68-1
Prestw-323,05A04,SL-000-1212,A07,SL-000-1212A07,Chlorpropamide,C10H13ClN2O3S,276.74371,94-20-2
Prestw-324,05A05,SL-000-1212,A09,SL-000-1212A09,Phenylpropanolamine hydrochloride,C9H14ClNO,187.67103,154-41-6
Prestw-325,05A06,SL-000-1212,A11,SL-000-1212A11,Ascorbic acid,C6H8O6,176.12706,50-81-7
Prestw-326,05A07,SL-000-1212,A13,SL-000-1212A13,"Methyldopa (L,-)",C10H13NO4,211.21941,555-30-6
Prestw-327,05A08,SL-000-1212,A15,SL-000-1212A15,Cefoperazone dihydrate,C25H31N9O10S2,681.70812,not available
Prestw-328,05A09,SL-000-1212,A17,SL-000-1212A17,Zoxazolamine,C7H5ClN2O,168.5837,61-80-3
Prestw-329,05A10,SL-000-1212,A19,SL-000-1212A19,Tacrine hydrochloride hydrate,C13H15ClN2,234.7309,1684-40-8
Prestw-330,05A11,SL-000-1212,A21,SL-000-1212A21,Bisoprolol fumarate,C40H66N2O12,766.97822,
Prestw-331,05B02,SL-000-1212,C03,SL-000-1212C03,Tremorine dihydrochloride,C12H22Cl2N2,265.22854,300-68-5
Prestw-332,05B03,SL-000-1212,C05,SL-000-1212C05,Practolol,C14H22N2O3,266.34304,6673-35-4
Prestw-333,05B04,SL-000-1212,C07,SL-000-1212C07,"Zidovudine, AZT",C10H13N5O4,267.24621,30516-87-1
Prestw-334,05B05,SL-000-1212,C09,SL-000-1212C09,Sulfisoxazole,C11H13N3O3S,267.30856,127-69-5
Prestw-335,05B06,SL-000-1212,C11,SL-000-1212C11,Zaprinast,C13H13N5O2,271.28086,37762-06-4
Prestw-336,05B07,SL-000-1212,C13,SL-000-1212C13,Chlormezanone,C11H12ClNO3S,273.74019,80-77-3
Prestw-337,05B08,SL-000-1212,C15,SL-000-1212C15,Procainamide hydrochloride,C13H22ClN3O,271.79279,614-39-1
Prestw-338,05B09,SL-000-1212,C17,SL-000-1212C17,N6-methyladenosine,C11H15N5O4,281.2733,1867-73-8
Prestw-339,05B10,SL-000-1212,C19,SL-000-1212C19,Guanfacine hydrochloride,C9H10Cl3N3O,282.55855,29110-48-3
Prestw-340,05B11,SL-000-1212,C21,SL-000-1212C21,Domperidone,C22H24ClN5O2,425.92188,57808-66-9
Prestw-341,05C02,SL-000-1212,E03,SL-000-1212E03,Furosemide,C12H11ClN2O5S,330.74887,54-31-9
Prestw-342,05C03,SL-000-1212,E05,SL-000-1212E05,Methapyrilene hydrochloride,C14H20ClN3S,297.8526,135-23-9
Prestw-343,05C04,SL-000-1212,E07,SL-000-1212E07,Desipramine hydrochloride,C18H23ClN2,302.85041,58-28-6
Prestw-344,05C05,SL-000-1212,E09,SL-000-1212E09,Clorgyline hydrochloride,C13H16Cl3NO,308.63757,17780-75-5
Prestw-345,05C06,SL-000-1212,E11,SL-000-1212E11,Clenbuterol hydrochloride,C12H19Cl3N2O,313.65703,21898-19-1
Prestw-346,05C07,SL-000-1212,E13,SL-000-1212E13,Maprotiline hydrochloride,C20H24ClN,313.87398,10347-81-6
Prestw-347,05C08,SL-000-1212,E15,SL-000-1212E15,Thioguanosine,C10H13N5O4S,299.31021,85-31-4
Prestw-348,05C09,SL-000-1212,E17,SL-000-1212E17,Chlorprothixene hydrochloride,C18H19Cl2NS,352.32883,6469-93-8
Prestw-349,05C10,SL-000-1212,E19,SL-000-1212E19,Ritodrine hydrochloride,C17H22ClNO3,323.82279,23239-51-2
Prestw-350,05C11,SL-000-1212,E21,SL-000-1212E21,Clozapine,C18H19ClN4,326.83193,5786-21-0
Prestw-351,05D02,SL-000-1212,G03,SL-000-1212G03,Chlorthalidone,C14H11ClN2O4S,338.77177,77-36-1
Prestw-352,05D03,SL-000-1212,G05,SL-000-1212G05,Dobutamine hydrochloride,C18H24ClNO3,337.84988,49745-95-1
Prestw-353,05D04,SL-000-1212,G07,SL-000-1212G07,Enoxacin,C15H17FN4O3,320.32614,74011-58-8
Prestw-354,05D05,SL-000-1212,G09,SL-000-1212G09,Clopamide,C14H20ClN3O3S,345.8508,636-54-4
Prestw-355,05D06,SL-000-1212,G11,SL-000-1212G11,Hycanthone,C20H24N2O2S,356.49048,3105-97-3
Prestw-356,05D07,SL-000-1212,G13,SL-000-1212G13,Adenosine 5'-monophosphate monohydrate,C10H16N5O8P,365.24152,18422-05-4
Prestw-357,05D08,SL-000-1212,G15,SL-000-1212G15,Amoxicillin,C16H19N3O5S,365.41093,26787-78-0
Prestw-358,05D09,SL-000-1212,G17,SL-000-1212G17,Cephalexin monohydrate,C16H19N3O5S,365.41093,23325-78-2
Prestw-359,05D10,SL-000-1212,G19,SL-000-1212G19,Dextromethorphan hydrobromide monohydrate,C18H28BrNO2,370.33336,6700-34-1
Prestw-360,05D11,SL-000-1212,G21,SL-000-1212G21,Droperidol,C22H22FN3O2,379.43794,548-73-2
Prestw-361,05E02,SL-000-1212,I03,SL-000-1212I03,Bambuterol hydrochloride,C18H30ClN3O5,403.9099,81732-46-9
Prestw-362,05E03,SL-000-1212,I05,SL-000-1212I05,Betamethasone,C22H29FO5,392.47183,378-44-9
Prestw-363,05E04,SL-000-1212,I07,SL-000-1212I07,Colchicine,C22H25NO6,399.44765,64-86-8
Prestw-364,05E05,SL-000-1212,I09,SL-000-1212I09,Metergoline,C25H29N3O2,403.52878,17692-51-2
Prestw-365,05E06,SL-000-1212,I11,SL-000-1212I11,Brinzolamide,C12H21N3O5S3,383.51027,138890-62-7
Prestw-366,05E07,SL-000-1212,I13,SL-000-1212I13,Ambroxol hydrochloride,C13H19Br2ClN2O,414.57018,23828-92-4
Prestw-367,05E08,SL-000-1212,I15,SL-000-1212I15,Benfluorex hydrochloride,C19H21ClF3NO2,387.83292,23642-66-2
Prestw-368,05E09,SL-000-1212,I17,SL-000-1212I17,Bepridil hydrochloride ,C24H35ClN2O,403.01235,74764-40-2
Prestw-369,05E10,SL-000-1212,I19,SL-000-1212I19,Buspirone hydrochloride,C21H32ClN5O2,421.97449,33386-08-2
Prestw-370,05E11,SL-000-1212,I21,SL-000-1212I21,Benzbromarone,C17H12Br2O3,424.09139,3562-84-3
Prestw-371,05F02,SL-000-1212,K03,SL-000-1212K03,Ketotifen fumarate,C23H23NO5S,425.50746,34580-14-8
Prestw-372,05F03,SL-000-1212,K05,SL-000-1212K05,Debrisoquin sulfate,C20H28N6O4S,448.54796,581-88-4
Prestw-373,05F04,SL-000-1212,K07,SL-000-1212K07,"Amethopterin (R,S)",C20H22N8O5,454.44894,59-05-2
Prestw-374,05F05,SL-000-1212,K09,SL-000-1212K09,Methylergometrine maleate,C24H29N3O6,455.51523,113-42-8
Prestw-375,05F06,SL-000-1212,K11,SL-000-1212K11,Methiothepin maleate,C24H28N2O4S2,472.62976,19728-88-2
Prestw-376,05F07,SL-000-1212,K13,SL-000-1212K13,Clofazimine,C27H22Cl2N4,473.40919,2030-63-9
Prestw-377,05F08,SL-000-1212,K15,SL-000-1212K15,Nafronyl oxalate,C26H35NO7,473.57135,3200-06-4
Prestw-378,05F09,SL-000-1212,K17,SL-000-1212K17,Bezafibrate,C19H20ClNO4,361.82855,41859-67-0
Prestw-379,05F10,SL-000-1212,K19,SL-000-1212K19,Mimosine,C8H10N2O4,198.1799,500-44-7
Prestw-380,05F11,SL-000-1212,K21,SL-000-1212K21,Clebopride maleate,C24H28ClN3O6,489.96026,84370-95-6
Prestw-381,05G02,SL-000-1212,M03,SL-000-1212M03,Lidoflazine,C30H35F2N3O,491.62975,3416-26-0
Prestw-382,05G03,SL-000-1212,M05,SL-000-1212M05,Betaxolol hydrochloride,C18H30ClNO3,343.8977,63659-19-8
Prestw-383,05G04,SL-000-1212,M07,SL-000-1212M07,Nicardipine hydrochloride,C26H30ClN3O6,515.9985,54527-84-3
Prestw-384,05G05,SL-000-1212,M09,SL-000-1212M09,Probucol,C31H48O2S2,516.85501,23288-49-5
Prestw-385,05G06,SL-000-1212,M11,SL-000-1212M11,Mitoxantrone dihydrochloride,C22H30Cl2N4O6,517.4136,70476-82-3
Prestw-386,05G07,SL-000-1212,M13,SL-000-1212M13,GBR 12909 dihydrochloride,C28H34Cl2F2N2O,523.49878,67469-78-7
Prestw-387,05G08,SL-000-1212,M15,SL-000-1212M15,Carbetapentane citrate,C26H39NO10,525.60143,23142-01-0
Prestw-388,05G09,SL-000-1212,M17,SL-000-1212M17,Dequalinium dichloride,C30H40Cl2N4,527.5861,522-51-0
Prestw-389,05G10,SL-000-1212,M19,SL-000-1212M19,Ketoconazole,C26H28Cl2N4O4,531.44346,65277-42-1
Prestw-390,05G11,SL-000-1212,M21,SL-000-1212M21,Fusidic acid sodium salt,C31H47NaO6,538.70644,751-94-0
Prestw-391,05H02,SL-000-1212,O03,SL-000-1212O03,Terbutaline hemisulfate,C24H40N2O10S,548.6578,23031-32-5
Prestw-392,05H03,SL-000-1212,O05,SL-000-1212O05,Ketanserin tartrate hydrate,C26H30FN3O10,563.5415,83846-83-7
Prestw-393,05H04,SL-000-1212,O07,SL-000-1212O07,Hemicholinium bromide,C24H34Br2N2O4,574.35758,312-45-8
Prestw-394,05H05,SL-000-1212,O09,SL-000-1212O09,Kanamycin A sulfate,C18H38N4O15S,582.58536,25389-94-0
Prestw-395,05H06,SL-000-1212,O11,SL-000-1212O11,Amikacin hydrate,C22H47N5O15,621.64439,37517-28-5
Prestw-396,05H07,SL-000-1212,O13,SL-000-1212O13,Etoposide,C29H32O13,588.57059,33419-42-0
Prestw-397,05H08,SL-000-1212,O15,SL-000-1212O15,"Clomiphene citrate (Z,E)",C32H36ClNO8,598.09862,50-41-9
Prestw-398,05H09,SL-000-1212,O17,SL-000-1212O17,Oxantel pamoate,C49H48N4O8,820.95091,68813-55-8
Prestw-399,05H10,SL-000-1212,O19,SL-000-1212O19,Prochlorperazine dimaleate,C28H32ClN3O8S,606.09954,84-02-6
Prestw-400,05H11,SL-000-1212,O21,SL-000-1212O21,Hesperidin ,C28H34O15,610.57418,520-26-3
Prestw-401,06A02,SL-000-1212,A04,SL-000-1212A04,Testosterone propionate,C22H32O3,344.49854,57-85-2
Prestw-402,06A03,SL-000-1212,A06,SL-000-1212A06,Arecoline hydrobromide,C8H14BrNO2,236.11028,300-08-3
Prestw-403,06A04,SL-000-1212,A08,SL-000-1212A08,Thyroxine (L),C15H11I4NO4,776.87682,51-48-9
Prestw-404,06A05,SL-000-1212,A10,SL-000-1212A10,"Tocopherol (R,S)",C29H50O2,430.72065,10191-41-0
Prestw-405,06A06,SL-000-1212,A12,SL-000-1212A12,Pepstatin A,C34H63N5O9,685.90931,26305-03-3
Prestw-406,06A07,SL-000-1212,A14,SL-000-1212A14,SR-95639A,C19H26Cl2N4O,397.35127,115767-94-7
Prestw-407,06A08,SL-000-1212,A16,SL-000-1212A16,Adamantamine fumarate,C24H38N2O4,418.58146,80789-67-9
Prestw-408,06A09,SL-000-1212,A18,SL-000-1212A18,Butoconazole nitrate,C19H18Cl3N3O3S,474.79661,32872-77-1
Prestw-409,06A10,SL-000-1212,A20,SL-000-1212A20,Amiodarone hydrochloride,C25H30ClI2NO3,681.78455,19774-82-4
Prestw-410,06A11,SL-000-1212,A22,SL-000-1212A22,Amphotericin B,C47H73NO17,924.10236,1397-89-3
Prestw-411,06B02,SL-000-1212,C04,SL-000-1212C04,Androsterone,C19H30O2,290.44975,53-41-8
Prestw-412,06B03,SL-000-1212,C06,SL-000-1212C06,Anisomycin,C14H19NO4,265.31183,22862-76-6
Prestw-413,06B04,SL-000-1212,C08,SL-000-1212C08,Carbarsone,C7H9AsN2O4,260.08238,121-59-5
Prestw-414,06B05,SL-000-1212,C10,SL-000-1212C10,Apigenin,C15H10O5,270.24395,520-36-5
Prestw-415,06B06,SL-000-1212,C12,SL-000-1212C12,"Aspartic acid, N-acetyl (R,S)",C6H9NO5,175.14233,997-55-7
Prestw-416,06B07,SL-000-1212,C14,SL-000-1212C14,Bacampicillin hydrochloride,C21H28ClN3O7S,501.99021,37661-08-8
Prestw-417,06B08,SL-000-1212,C16,SL-000-1212C16,Betulinic acid,C30H48O3,456.71526,472-15-1
Prestw-418,06B09,SL-000-1212,C18,SL-000-1212C18,Biotin,C10H16N2O3S,244.31462,58-85-5
Prestw-419,06B10,SL-000-1212,C20,SL-000-1212C20,Bisacodyl,C22H19NO4,361.40103,603-50-9
Prestw-420,06B11,SL-000-1212,C22,SL-000-1212C22,Calciferol,C28H44O,396.66228,50-14-6
Prestw-421,06C02,SL-000-1212,E04,SL-000-1212E04,Suloctidil,C20H35NOS,337.57205,54063-56-8
Prestw-422,06C03,SL-000-1212,E06,SL-000-1212E06,Carcinine,C8H14N4O,182.22698,56897-53-1
Prestw-423,06C04,SL-000-1212,E08,SL-000-1212E08,Carisoprodol,C12H24N2O4,260.33608,78-44-4
Prestw-424,06C05,SL-000-1212,E10,SL-000-1212E10,"Cephalosporanic acid, 7-amino",C10H12N2O5S,272.28154,957-68-6
Prestw-425,06C06,SL-000-1212,E12,SL-000-1212E12,Chicago sky blue 6B,C34H24N6Na4O16S4,992.81618,2610-05-1
Prestw-426,06C07,SL-000-1212,E14,SL-000-1212E14,Buflomedil hydrochloride,C17H26ClNO4,343.85407,35543-24-9
Prestw-427,06C08,SL-000-1212,E16,SL-000-1212E16,Chlorogenic acid,C16H18O9,354.31646,327-97-9
Prestw-428,06C09,SL-000-1212,E18,SL-000-1212E18,Cephaeline dihydrochloride heptahydrate,C28H54Cl2N2O11,665.65538,6487-30-5
Prestw-429,06C10,SL-000-1212,E20,SL-000-1212E20,Cholecalciferol,C27H44O,384.65113,67-97-0
Prestw-430,06C11,SL-000-1212,E22,SL-000-1212E22,Cisapride,C23H29ClFN3O4,465.95668,81098-60-4
Prestw-431,06D02,SL-000-1212,G04,SL-000-1212G04,Coralyne chloride hydrate,C22H24ClNO5,417.89328,38989-38-7
Prestw-432,06D03,SL-000-1212,G06,SL-000-1212G06,Corticosterone,C21H30O4,346.47085,50-22-6
Prestw-433,06D04,SL-000-1212,G08,SL-000-1212G08,Cyanocobalamin,C63H88CoN14O14P,1355.39621,68-19-9
Prestw-434,06D05,SL-000-1212,G10,SL-000-1212G10,Cefadroxil,C16H17N3O5S,363.39499,50370-12-2
Prestw-435,06D06,SL-000-1212,G12,SL-000-1212G12,Cyclosporin A,C62H111N11O12,1202.64247,59865-13-3
